Attack ID;Source 1;Report number;Source 2;Type of attack;Category;Hospital name;Governorate;Date;Month-year;Year-month;Month;Year; Killed staff FU ; Killed staff II ; Killed patients FU ; Killed patients II ; Killed individuals FU ; Killed individuals II ; Detained staff FU ; Detained staff II ; Detained patients FU ; Detained patients II ; Detained individuals FU ; Detained individuals II ; Injured staff FU ; Injured staff II ; Injured patients FU ; Injured patients II ; Injured individuals FU ; Injured individuals II ;Closure;Reopening;Comments
86;Flash Update;24;No;Shelling;Violence with heavy weapons, fire or chemical agent;Al Quds Hospital;Gaza City;30-10-2023;oct-23;2023-10;10;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
87;Flash Update;24;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Turkish Friendship Hospital;Gaza City;30-10-2023;oct-23;2023-10;10;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
88;Flash Update;25;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Turkish Friendship Hospital;Gaza City;31-10-2023;oct-23;2023-10;10;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
89;Flash Update;25;No;Delivery impossible due to insecurity;Obstruction to healthcare delivery;Al Aqsa Hospital;Deir al Balah;31-10-2023;oct-23;2023-10;10;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
90;Flash Update;25;No;Delivery impossible due to insecurity;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;31-10-2023;oct-23;2023-10;10;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
91;Insecurity Insight;NA;No;Bomb;Violence with heavy weapons, fire or chemical agent;Ophtalmic Hospital;Gaza City;01-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
92;Flash Update;26;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Al Helou International Hospital;Gaza City;01-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;13-11-2023;;
93;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Turkish Friendship Hospital;Gaza City;01-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;01-11-2023;;
94;Flash Update;26;No;Lack of fuel;Obstruction to healthcare delivery;Turkish Friendship Hospital;Gaza City;01-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;***Number unspecified of cusualities
95;Flash Update;27;Insecurity Insight;Lack of fuel;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;02-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;***Unspecified number of casualties
96;Flash Update;28;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Quds Hospital;Gaza City;03-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;***Unspecified number of casualties
97;Flash Update;28;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;03-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ;2; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;21;;;
98;Flash Update;29;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Al-Ranteesi Al-Naser Paediatric Hospital;Gaza City;04-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
99;Flash Update;29;Insecurity Insight;Bomb;Violence with heavy weapons, fire or chemical agent;Al Quds Hospital;Gaza City;04-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;2; -   ;12; -   ;;;Same event: Insecurity Insight and flash update, differs by date (4 vs 5 of november)
100;Insecurity Insight;NA;No;Artillery;Violence with heavy weapons, fire or chemical agent;Al Quds Hospital;Gaza City;05-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
101;Flash Update;29;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Quds Hospital;Gaza City;05-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;12-11-2023;21-03-2025;
102;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al-Ranteesi Al-Naser Paediatric Hospital;Gaza City;05-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
103;Flash Update;34;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Psychiatric Hospital;Gaza City;05-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;05-11-2023;;
104;Flash Update;31;No;Strike;Violence with heavy weapons, fire or chemical agent;Ophtalmic Hospital;Gaza City;05-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
105;Flash Update;31;Insecurity Insight;Threat;Violence against individuals;Al-Rantisi Specialized Hospital;Gaza City;05-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
106;Flash Update;31;Insecurity Insight;Order of evacuation;Evacuation order;Al-Rantisi Specialized Hospital;Gaza City;05-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
107;Flash Update;31;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Al-Ranteesi Al-Naser Paediatric Hospital;Gaza City;06-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ;6;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
108;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Not specified;Gaza City;06-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;Eye hospital in the Gaza City governorate
109;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;06-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;***Unspecified number of casualties
110;Insecurity Insight;NA;No;Military base;Siege, occupation of the facility or use as a military base;Sheik Hamad Hospital for Rehabilitation and Prosthetics;Gaza City;06-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
111;Insecurity Insight;NA;No;Lack of fuel;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;06-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
112;Flash Update;32;No;Strike;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;07-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
113;Flash Update;32;No;Strike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;07-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;13-11-2023;21-11-2023;
114;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;08-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
115;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;08-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;09-11-2023;29-11-2023;
116;Flash Update;33;No;Strike;Violence with heavy weapons, fire or chemical agent;Al Quds Hospital;Gaza City;08-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;Injured IDPs and patients
117;Insecurity Insight;na;No;Shelling;Violence with heavy weapons, fire or chemical agent;Al-Ranteesi Al-Naser Paediatric Hospital;Gaza City;08-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
118;Flash Update;34;No;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Quds Hospital;Gaza City;08-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
119;Insecurity Insight;NA;No;Shelling;Violence with heavy weapons, fire or chemical agent;Patient Friends Association Hospital;Gaza City;09-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;13-11-2023;30-12-2023;***Unspecified number of casualties
120;Flash Update;35;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;09-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;***Unspecified number of injured
121;Flash Update;34-35;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al-Ranteesi Al-Naser Paediatric Hospital;Gaza City;09-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
122;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;10-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
123;Insecurity Insight;NA;No;Lack of fuel;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;10-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
124;Insecurity Insight;NA;No;Siege;Siege, occupation of the facility or use as a military base;Al-Ranteesi Al-Naser Paediatric Hospital;Gaza City;10-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
125;Insecurity Insight;NA;No;Order of evacuation;Evacuation order;Al-Ranteesi Al-Naser Paediatric Hospital;Gaza City;10-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ;3; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;12; -   ;09-11-2023;01-01-2025;Mentionned dozens more…so: 12 = underestimated number of casualties
126;Insecurity Insight;NA;No;Siege;Siege, occupation of the facility or use as a military base;Ophtalmic Hospital;Gaza City;10-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;13-11-2023;07-01-2025;
127;Flash Update;35;No;Bomb;Violence with heavy weapons, fire or chemical agent;Al Quds Hospital;Gaza City;10-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
128;Insecurity Insight;NA;No;Siege;Siege, occupation of the facility or use as a military base;Psychiatric Hospital;Gaza City;10-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
129;Insecurity Insight;NA;No;Sniper;Violence against individuals;Al Quds Hospital;Gaza City;10-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;20; -   ;;;
130;Insecurity Insight;NA;No;Siege;Siege, occupation of the facility or use as a military base;Al Shifa Medical Hospital;Gaza City;10-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ;;;
131;Flash Update;38;No;Sniper;Violence against individuals;Al Shifa Medical Hospital;Gaza City;11-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
132;Insecurity Insight;NA;No;Firearm;Violence against individuals;Al Quds Hospital;Gaza City;11-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
133;Insecurity Insight;NA;No;Firearm;Violence against individuals;Al Shifa Medical Hospital;Gaza City;11-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
134;Flash Update;37;Insecurity Insight;Bomb;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;11-11-2023;nov-23;2023-11;11;2023;3; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
135;Flash Update;36;Insecurity Insight;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;11-11-2023;nov-23;2023-11;11;2023; -   ; -   ;40; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;13-11-2023;27-11-2023;
136;Insecurity Insight;NA;No;Siege;Siege, occupation of the facility or use as a military base;Al Quds Hospital;Gaza City;11-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
137;Insecurity Insight;NA;No;Artillery;Violence with heavy weapons, fire or chemical agent;Al Quds Hospital;Gaza City;11-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
138;Flash Update;36,37;No;Lack of fuel;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;11-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;12-11-2023;24-11-2023;
139;Flash Update;37;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Mahdi Hospital Gaza City;Gaza City;12-11-2023;nov-23;2023-11;11;2023;2; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;unspecified number of injured
140;Flash Update;38;No;Inaccessible due to insecurity;Obstruction to healthcare delivery;Al Quds Hospital;Gaza City;13-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
141;Flash Update;40;No;Lack of fuel;Obstruction to healthcare delivery;Al Amal Hospital;Khan Younis;13-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
142;Flash Update;40;No;Occupation of facility;Siege, occupation of the facility or use as a military base;Al Shifa Medical Hospital;Gaza City;15-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
143;Flash Update;40,44;No;Search;Violence against individuals;Al Shifa Medical Hospital;Gaza City;15-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
144;Flash Update;40;No;Interrogation;Violence against individuals;Al Shifa Medical Hospital;Gaza City;15-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
145;Flash Update;41;No;Shelling;Violence with heavy weapons, fire or chemical agent;Jordanian field Hospital;Gaza City;15-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;14-11-2023;;
146;Flash Update;41;Insecurity Insight;Bulldozer;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;16-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
147;Flash Update;41;Insecurity Insight;Siege;Siege, occupation of the facility or use as a military base;Al Ahli Arab Hospital;Gaza City;16-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;7; -   ; -   ; -   ; -   ; -   ;;;
148;Flash Update;43;Insecurity Insight;Bomb;Violence with heavy weapons, fire or chemical agent;Wafa Geriatric Hospital;Gaza City;17-11-2023;nov-23;2023-11;11;2023;1;1; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;15; -   ;;;unspecified number of medical staff injured
149;Flash Update;43;No;Order of evacuation;Evacuation order;Al Shifa Medical Hospital;Gaza City;18-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
150;Flash Update;44;No;Search;Violence against individuals;Al Shifa Medical Hospital;Gaza City;19-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
151;Flash Update;44;No;Interrogation;Violence against individuals;Al Shifa Medical Hospital;Gaza City;19-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
152;Flash Update;44;No;Arrestation;Violence against individuals;Al Shifa Medical Hospital;Gaza City;19-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
153;Flash Update;45;No;Hit;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;20-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
154;Flash Update;45;Insecurity Insight;Artillery;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;20-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ;12;12; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;unspecified number of injured
155;Flash Update;45;Insecurity Insight;Siege;Siege, occupation of the facility or use as a military base;Indonesian Hospital;Gaza North;20-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
156;Flash Update;46;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;21-11-2023;nov-23;2023-11;11;2023;3;4; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;3; -   ; -   ; -   ; -   ;21-11-2023;24-11-2023;unspecified number of injured
157;Insecurity Insight;NA;No;Order of evacuation;Evacuation order;Indonesian Hospital;Gaza North;21-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
158;Flash Update;47;No;Strike;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;21-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
159;Flash Update;48;No;Lack of fuel;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;22-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1;3; -   ; -   ; -   ; -   ; -   ; -   ;;;
160;Flash Update;48;Insecurity Insight;Arrestation;Violence against individuals;Indonesian Hospital;Gaza North;23-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ;1;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;3;;;
161;Flash Update;48;Insecurity Insight;Hit;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;23-11-2023;nov-23;2023-11;11;2023; -   ; -   ;3; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
162;Flash Update;49;No;Raid;Siege, occupation of the facility or use as a military base;Indonesian Hospital;Gaza North;23-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;19-12-2023;04-05-2024;
163;Insecurity Insight;NA;No;Raid;Siege, occupation of the facility or use as a military base;Noura Al-Kaabi;Gaza North;29-11-2023;nov-23;2023-11;11;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
164;Insecurity Insight;NA;No;Bomb;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;01-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
165;Flash Update;58;Insecurity Insight;Lack of fuel;Obstruction to healthcare delivery;Al Awda Hospital-Nuseirat;Deir al Balah;02-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
166;Flash Update;59;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;03-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ;4;3; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;9; -   ;;;
167;Flash Update;59;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;03-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
168;Flash Update;59;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;03-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ;5;5; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
